scenarioB_seg01/amf-seg01-reduced.csv.time,scenarioB_seg01/amf-seg01-reduced.csv.ram_limit,scenarioB_seg01/amf-seg01-reduced.csv.cpu_limit,scenarioB_seg01/amf-seg01-reduced.csv.ram_usage,scenarioB_seg01/amf-seg01-reduced.csv.cpu_usage,scenarioB_seg01/amf-seg01-reduced.csv.n,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_limit,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_usage,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.time,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.cpu_limit,lat99
1636575057,1024000000,1.0,629436416.0,0.031158,40,2816000000,1616252928.0,1636830189,0.5,707247
1636575068,1024000000,1.0,718147584.0,0.009398,50,1024000000,712429568.0,1636836750,0.5,933043
1636575079,1024000000,1.0,767930368.0,0.007561,60,4096000000,625266688.0,1636747294,3.5,1070411
1636575091,1024000000,1.0,810692608.0,0.246385,70,768000000,852271104.0,1636807956,1.5,2240376
1636575102,1024000000,1.0,828502016.0,0.335602,80,2048000000,1854062592.0,1636741632,4.0,1426104
1636575114,1024000000,1.0,828502016.0,0.335602,90,1024000000,1762451456.0,1636745785,4.0,1601654
1636575126,1024000000,1.0,425668608.0,0.356832,100,3072000000,432267264.0,1636858644,3.0,1987136
1636575138,1024000000,1.0,437321728.0,0.352225,110,512000000,438013952.0,1636797487,2.0,2021474
1636575151,1024000000,1.0,442642432.0,0.384632,120,512000000,444276736.0,1636797499,2.0,2888531
1636575164,1024000000,1.0,449433600.0,0.530022,130,512000000,445648896.0,1636759049,3.5,2908792
1636575177,1024000000,1.0,456556544.0,0.414179,140,1024000000,446738432.0,1636807685,1.5,2659945
1636575190,1024000000,1.0,463093760.0,0.486594,150,3840000000,462327808.0,1636798831,1.5,2960439
1636575396,2048000000,2.0,540061696.0,0.036844,10,1792000000,602877952.0,1636815228,1.0,179816
1636575406,2048000000,2.0,604790784.0,0.07178,20,3328000000,507670528.0,1636799616,1.5,359462
1636575417,2048000000,2.0,648720384.0,0.07178,30,1536000000,325783552.0,1636849767,3.5,495529
1636575428,2048000000,2.0,681906176.0,0.008376,40,2816000000,1616252928.0,1636830189,0.5,687076
1636575439,2048000000,2.0,770695168.0,0.028206,50,1024000000,712429568.0,1636836750,0.5,933017
1636575450,2048000000,2.0,820932608.0,0.028206,60,4096000000,625266688.0,1636747294,3.5,924354
1636575461,2048000000,2.0,820932608.0,0.0,70,768000000,852271104.0,1636807956,1.5,1578576
1636575473,2048000000,2.0,880295936.0,0.277315,80,2048000000,1854062592.0,1636741632,4.0,1910304
1636575485,2048000000,2.0,884527104.0,0.26628,90,1024000000,1762451456.0,1636745785,4.0,1363849
1636575496,2048000000,2.0,884527104.0,0.37118,100,3072000000,432267264.0,1636858644,3.0,1489306
1636575508,2048000000,2.0,437301248.0,0.386544,110,512000000,438013952.0,1636797487,2.0,1620889
1636575520,2048000000,2.0,442638336.0,0.392292,120,512000000,444276736.0,1636797499,2.0,1796802
1636575532,2048000000,2.0,448315392.0,0.392292,130,512000000,445648896.0,1636759049,3.5,1909185
1636575546,2048000000,2.0,453734400.0,0.269418,140,1024000000,446738432.0,1636807685,1.5,4070648
1636575558,2048000000,2.0,463441920.0,0.481993,150,3840000000,462327808.0,1636798831,1.5,2224802
1636575570,2048000000,2.0,470515712.0,0.481993,160,2304000000,469581824.0,1636739170,4.0,2389008
1636575589,2048000000,2.0,481099776.0,0.486259,170,2048000000,518111232.0,1636835220,0.5,8212016
1636575602,2048000000,2.0,548380672.0,0.728278,180,1536000000,516972544.0,1636757692,3.5,3077089
1636575615,2048000000,2.0,558010368.0,0.509976,190,3072000000,557694976.0,1636735927,4.0,3105450
1636575632,2048000000,2.0,566534144.0,0.628039,200,768000000,564191232.0,1636808125,1.5,7026828
1636575654,2048000000,2.0,577150976.0,0.608047,210,512000000,536338432.0,1636772242,3.0,12032867
1636575676,2048000000,2.0,587214848.0,0.638113,220,1280000000,587808768.0,1636786430,2.5,12429289
1636575697,2048000000,2.0,599420928.0,0.683868,230,1536000000,613822464.0,1636841867,4.0,10002664
1636575719,2048000000,2.0,609656832.0,0.719627,240,2048000000,608448512.0,1636860225,3.0,12372607
1636575740,2048000000,2.0,623206400.0,0.700688,250,3584000000,610496512.0,1636809989,1.0,11479605
1636575762,2048000000,2.0,634216448.0,0.663742,260,1280000000,632487936.0,1636805150,1.5,11613934
1636575786,2048000000,2.0,648908800.0,0.861499,270,1792000000,650264576.0,1636862894,3.0,13377057
1636575807,2048000000,2.0,662704128.0,0.772793,280,2048000000,655953920.0,1636783280,2.5,11642597
1636575831,2048000000,2.0,677675008.0,0.789099,290,2304000000,679071744.0,1636739430,4.0,13375136
1636575856,2048000000,2.0,692981760.0,1.003366,300,3328000000,685830144.0,1636822939,0.5,15791442
1636575884,2048000000,2.0,707346432.0,1.281547,310,4096000000,698593280.0,1636855556,3.0,17401338
1636575914,2048000000,2.0,725352448.0,0.853603,320,768000000,714539008.0,1636787540,2.5,19739900
1636575945,2048000000,2.0,742608896.0,0.702858,330,3584000000,721903616.0,1636761343,3.0,21757485
1636575978,2048000000,2.0,758870016.0,0.912388,340,3584000000,748924928.0,1636748826,3.5,22662910
1636576014,2048000000,2.0,779702272.0,0.97987,350,2048000000,773042176.0,1636783486,2.5,25847591
1636576051,2048000000,2.0,796823552.0,1.374551,360,2304000000,797118464.0,1636767695,3.0,26663103
1636576090,2048000000,2.0,816168960.0,0.842309,370,2304000000,815116288.0,1636767734,3.0,28741979
1636576131,2048000000,2.0,836087808.0,0.751935,380,3072000000,837500928.0,1636736441,4.0,31207606
1636576175,2048000000,2.0,857305088.0,1.348587,390,3584000000,836374528.0,1636761574,3.0,33671939
1636576221,2048000000,2.0,881602560.0,1.100457,400,3328000000,901500928.0,1636823916,0.5,36680929
1636576269,2048000000,2.0,902680576.0,1.02054,410,4096000000,892985344.0,1636855943,3.0,37278628
1636576320,2048000000,2.0,925372416.0,0.915056,420,1280000000,922873856.0,1636805716,1.5,41088221
1636576373,2048000000,2.0,949014528.0,1.059419,430,3072000000,949121024.0,1636736683,4.0,43419087
1636576429,2048000000,2.0,971984896.0,1.151861,440,2304000000,974061568.0,1636740023,4.0,46135850
1636576489,2048000000,2.0,997433344.0,1.110889,450,768000000,805122048.0,1636788115,2.5,49264229
1636576549,2048000000,2.0,1022214144.0,1.0585,460,1280000000,1021878272.0,1636744249,4.0,50611969
1636576614,2048000000,2.0,1049219072.0,1.107158,470,1792000000,1050595328.0,1636863728,3.0,54619434
1636576680,2048000000,2.0,1075339264.0,1.073399,480,2560000000,1088413696.0,1636765710,3.0,56099197
1636576749,2048000000,2.0,1103908864.0,1.012953,490,3584000000,1081405440.0,1636762148,3.0,59339162
1636576821,2048000000,2.0,1131454464.0,0.90372,500,3840000000,1144758272.0,1636731657,4.0,61363068
1636577037,1024000000,2.0,1204699136.0,0.036262,10,1792000000,602877952.0,1636815228,1.0,257363
1636577047,1024000000,2.0,1279041536.0,0.036262,20,3328000000,507670528.0,1636799616,1.5,323080
1636577058,1024000000,2.0,1304125440.0,0.036844,30,1536000000,325783552.0,1636849767,3.5,546779
1636577069,1024000000,2.0,1368850432.0,0.04426,40,2816000000,1616252928.0,1636830189,0.5,714328
1636577080,1024000000,2.0,1410588672.0,0.065597,50,1024000000,712429568.0,1636836750,0.5,790247
1636577091,1024000000,2.0,1516802048.0,0.195325,60,4096000000,625266688.0,1636747294,3.5,914057
1636577102,1024000000,2.0,1542127616.0,0.261828,70,768000000,852271104.0,1636807956,1.5,1003266
1636577113,1024000000,2.0,1547345920.0,0.261828,80,2048000000,1854062592.0,1636741632,4.0,1683034
1636577125,1024000000,2.0,1547345920.0,0.252158,90,1024000000,1762451456.0,1636745785,4.0,1290178
1636577136,1024000000,2.0,425213952.0,0.350342,100,3072000000,432267264.0,1636858644,3.0,1436587
1636577148,1024000000,2.0,437678080.0,0.418921,110,512000000,438013952.0,1636797487,2.0,1623390
1636577160,1024000000,2.0,441532416.0,0.418921,120,512000000,444276736.0,1636797499,2.0,1738634
1636577172,1024000000,2.0,449085440.0,0.54865,130,512000000,445648896.0,1636759049,3.5,2070075
1636577184,1024000000,2.0,455303168.0,0.259309,140,1024000000,446738432.0,1636807685,1.5,2087263
1636577198,1024000000,2.0,461950976.0,0.486149,150,3840000000,462327808.0,1636798831,1.5,4161215
1636577210,1024000000,2.0,461950976.0,0.240156,160,2304000000,469581824.0,1636739170,4.0,2367520
1636577414,2048000000,1.0,537731072.0,0.003469,10,1792000000,602877952.0,1636815228,1.0,177766
1636577425,2048000000,1.0,602370048.0,0.003469,20,3328000000,507670528.0,1636799616,1.5,368807
1636577435,2048000000,1.0,646389760.0,0.016437,30,1536000000,325783552.0,1636849767,3.5,535285
1636577446,2048000000,1.0,679784448.0,0.155851,40,2816000000,1616252928.0,1636830189,0.5,768330
1636577457,2048000000,1.0,768430080.0,0.155851,50,1024000000,712429568.0,1636836750,0.5,846537
1636577468,2048000000,1.0,818241536.0,0.008144,60,4096000000,625266688.0,1636747294,3.5,1144086
1636577480,2048000000,1.0,864329728.0,0.244894,70,768000000,852271104.0,1636807956,1.5,1999309
1636577492,2048000000,1.0,877326336.0,0.346865,80,2048000000,1854062592.0,1636741632,4.0,1456974
1636577503,2048000000,1.0,878833664.0,0.310729,90,1024000000,1762451456.0,1636745785,4.0,1502697
1636577515,2048000000,1.0,420319232.0,0.238744,100,3072000000,432267264.0,1636858644,3.0,2217422
1636577716,1024000000,1.0,496275456.0,0.048527,10,1792000000,602877952.0,1636815228,1.0,232059
1636577727,1024000000,1.0,560906240.0,0.048527,20,3328000000,507670528.0,1636799616,1.5,342477
1636577737,1024000000,1.0,604794880.0,0.0,30,1536000000,325783552.0,1636849767,3.5,495637
1636577748,1024000000,1.0,638193664.0,0.0,40,2816000000,1616252928.0,1636830189,0.5,1121299
1636577760,1024000000,1.0,726913024.0,0.043037,50,1024000000,712429568.0,1636836750,0.5,1143600
1636577771,1024000000,1.0,776982528.0,0.095921,60,4096000000,625266688.0,1636747294,3.5,1130417
1636577782,1024000000,1.0,826814464.0,0.270115,70,768000000,852271104.0,1636807956,1.5,1464232
1636577794,1024000000,1.0,835489792.0,0.270115,80,2048000000,1854062592.0,1636741632,4.0,2050479
1636577806,1024000000,1.0,835489792.0,0.41695,90,1024000000,1762451456.0,1636745785,4.0,1787370
1636577818,1024000000,1.0,428679168.0,0.467816,100,3072000000,432267264.0,1636858644,3.0,1746238
1636577830,1024000000,1.0,433131520.0,0.361259,110,512000000,438013952.0,1636797487,2.0,2225311
1636577846,1024000000,1.0,438321152.0,0.535365,120,512000000,444276736.0,1636797499,2.0,5270144
1636577860,1024000000,1.0,445423616.0,0.646029,130,512000000,445648896.0,1636759049,3.5,3871082
1636577873,1024000000,1.0,452210688.0,0.431527,140,1024000000,446738432.0,1636807685,1.5,3063631
1636577889,1024000000,1.0,458772480.0,0.435303,150,3840000000,462327808.0,1636798831,1.5,5846763
1636577901,1024000000,1.0,467521536.0,0.570821,160,2304000000,469581824.0,1636739170,4.0,2803848
1636577915,1024000000,1.0,476590080.0,0.36567,170,2048000000,518111232.0,1636835220,0.5,3272481
1636577933,1024000000,1.0,532869120.0,0.404426,180,1536000000,516972544.0,1636757692,3.5,8267625
1636577953,1024000000,1.0,542801920.0,0.561212,190,3072000000,557694976.0,1636735927,4.0,9784180
1636577975,1024000000,1.0,549531648.0,0.509484,200,768000000,564191232.0,1636808125,1.5,12581928
1636577996,1024000000,1.0,560824320.0,0.60925,210,512000000,536338432.0,1636772242,3.0,10700786
1636578017,1024000000,1.0,571895808.0,0.658366,220,1280000000,587808768.0,1636786430,2.5,10828169
1636578039,1024000000,1.0,584028160.0,0.765989,230,1536000000,613822464.0,1636841867,4.0,12076139
1636578255,2048000000,2.0,680423424.0,0.101018,10,1792000000,602877952.0,1636815228,1.0,305136
1636578266,2048000000,2.0,744939520.0,0.101018,20,3328000000,507670528.0,1636799616,1.5,349688
1636578276,2048000000,2.0,789065728.0,0.011753,30,1536000000,325783552.0,1636849767,3.5,521244
1636578287,2048000000,2.0,822525952.0,0.09597,40,2816000000,1616252928.0,1636830189,0.5,675954
1636578298,2048000000,2.0,911216640.0,0.027043,50,1024000000,712429568.0,1636836750,0.5,809137
1636578309,2048000000,2.0,961167360.0,0.027043,60,4096000000,625266688.0,1636747294,3.5,1017670
1636578320,2048000000,2.0,1006448640.0,0.276229,70,768000000,852271104.0,1636807956,1.5,1184296
1636578332,2048000000,2.0,1021358080.0,0.305462,80,2048000000,1854062592.0,1636741632,4.0,1972416
1636578344,2048000000,2.0,1025368064.0,0.305462,90,1024000000,1762451456.0,1636745785,4.0,1349027
1636578355,2048000000,2.0,1025368064.0,0.408301,100,3072000000,432267264.0,1636858644,3.0,1470705
1636578367,2048000000,2.0,436850688.0,0.408301,110,512000000,438013952.0,1636797487,2.0,1631854
1636578379,2048000000,2.0,442667008.0,0.327259,120,512000000,444276736.0,1636797499,2.0,1838595
1636578391,2048000000,2.0,447983616.0,0.327259,130,512000000,445648896.0,1636759049,3.5,1891738
1636578405,2048000000,2.0,454012928.0,0.255705,140,1024000000,446738432.0,1636807685,1.5,4096542
1636578417,2048000000,2.0,462860288.0,0.565768,150,3840000000,462327808.0,1636798831,1.5,2269463
1636578624,1024000000,2.0,538849280.0,0.004918,10,1792000000,602877952.0,1636815228,1.0,180992
1636578634,1024000000,2.0,603590656.0,0.004918,20,3328000000,507670528.0,1636799616,1.5,628415
1636578645,1024000000,2.0,647487488.0,0.048642,30,1536000000,325783552.0,1636849767,3.5,478425
1636578655,1024000000,2.0,680927232.0,0.048642,40,2816000000,1616252928.0,1636830189,0.5,625076
1636578666,1024000000,2.0,769892352.0,0.138377,50,1024000000,712429568.0,1636836750,0.5,819724
1636578677,1024000000,2.0,819888128.0,0.009427,60,4096000000,625266688.0,1636747294,3.5,1081362
1636578689,1024000000,2.0,870682624.0,0.243569,70,768000000,852271104.0,1636807956,1.5,1136627
1636578700,1024000000,2.0,879636480.0,0.250669,80,2048000000,1854062592.0,1636741632,4.0,1182020
1636578711,1024000000,2.0,884547584.0,0.283504,90,1024000000,1762451456.0,1636745785,4.0,1385805
1636578723,1024000000,2.0,884547584.0,0.338398,100,3072000000,432267264.0,1636858644,3.0,1487560
1636578734,1024000000,2.0,436105216.0,0.338398,110,512000000,438013952.0,1636797487,2.0,1625761
1636578746,1024000000,2.0,442515456.0,0.483397,120,512000000,444276736.0,1636797499,2.0,1752009
1636578758,1024000000,2.0,448450560.0,0.483397,130,512000000,445648896.0,1636759049,3.5,1966638
1636578775,1024000000,2.0,455417856.0,0.574825,140,1024000000,446738432.0,1636807685,1.5,6285194
1636578982,2048000000,1.0,532320256.0,0.006065,10,1792000000,602877952.0,1636815228,1.0,229807
1636578993,2048000000,1.0,596963328.0,0.007161,20,3328000000,507670528.0,1636799616,1.5,348100
1636579003,2048000000,1.0,640708608.0,0.007161,30,1536000000,325783552.0,1636849767,3.5,646428
1636579014,2048000000,1.0,674074624.0,0.080344,40,2816000000,1616252928.0,1636830189,0.5,934912
1636579026,2048000000,1.0,746954752.0,0.122544,50,1024000000,712429568.0,1636836750,0.5,1247888
1636579037,2048000000,1.0,840249344.0,0.131984,60,4096000000,625266688.0,1636747294,3.5,1064825
1636579048,2048000000,1.0,858431488.0,0.238997,70,768000000,852271104.0,1636807956,1.5,1389195
1636579060,2048000000,1.0,871317504.0,0.296306,80,2048000000,1854062592.0,1636741632,4.0,1377634
1636579071,2048000000,1.0,875843584.0,0.358092,90,1024000000,1762451456.0,1636745785,4.0,1517279
1636579083,2048000000,1.0,876707840.0,0.310842,100,3072000000,432267264.0,1636858644,3.0,1777933
1636579096,2048000000,1.0,432291840.0,0.326275,110,512000000,438013952.0,1636797487,2.0,3247169
1636579110,2048000000,1.0,437239808.0,0.281508,120,512000000,444276736.0,1636797499,2.0,3106381
1636579123,2048000000,1.0,444747776.0,0.510962,130,512000000,445648896.0,1636759049,3.5,2985603
1636579135,2048000000,1.0,450199552.0,0.416808,140,1024000000,446738432.0,1636807685,1.5,2853026
1636579152,2048000000,1.0,458162176.0,0.522186,150,3840000000,462327808.0,1636798831,1.5,6562651
1636579166,2048000000,1.0,458162176.0,0.238515,160,2304000000,469581824.0,1636739170,4.0,3667585
1636579372,1024000000,1.0,530694144.0,0.004835,10,1792000000,602877952.0,1636815228,1.0,172598
1636579383,1024000000,1.0,595439616.0,0.054179,20,3328000000,507670528.0,1636799616,1.5,349799
1636579393,1024000000,1.0,630054912.0,0.054179,30,1536000000,325783552.0,1636849767,3.5,501927
1636579405,1024000000,1.0,663494656.0,0.050599,40,2816000000,1616252928.0,1636830189,0.5,1345617
1636579416,1024000000,1.0,736509952.0,0.168787,50,1024000000,712429568.0,1636836750,0.5,1400610
1636579427,1024000000,1.0,842358784.0,0.071034,60,4096000000,625266688.0,1636747294,3.5,1156911
1636579439,1024000000,1.0,861626368.0,0.242866,70,768000000,852271104.0,1636807956,1.5,1607157
1636579451,1024000000,1.0,873492480.0,0.381705,80,2048000000,1854062592.0,1636741632,4.0,2392550
1636579463,1024000000,1.0,419606528.0,0.381705,90,1024000000,1762451456.0,1636745785,4.0,1557187
1636579476,1024000000,1.0,425062400.0,0.28141,100,3072000000,432267264.0,1636858644,3.0,3027427
1636579488,1024000000,1.0,431038464.0,0.530194,110,512000000,438013952.0,1636797487,2.0,2342884
1636579501,1024000000,1.0,436129792.0,0.36536,120,512000000,444276736.0,1636797499,2.0,2093022
1636579514,1024000000,1.0,445157376.0,0.638841,130,512000000,445648896.0,1636759049,3.5,3129802
1636579527,1024000000,1.0,451604480.0,0.432044,140,1024000000,446738432.0,1636807685,1.5,3222058
1636579540,1024000000,1.0,457465856.0,0.416947,150,3840000000,462327808.0,1636798831,1.5,3478375
1636579554,1024000000,1.0,466243584.0,0.624614,160,2304000000,469581824.0,1636739170,4.0,3677110
1636579568,1024000000,1.0,475844608.0,0.459209,170,2048000000,518111232.0,1636835220,0.5,3650683
1636579584,1024000000,1.0,508637184.0,0.755337,180,1536000000,516972544.0,1636757692,3.5,6361436
1636579606,1024000000,1.0,519585792.0,0.524473,190,3072000000,557694976.0,1636735927,4.0,11570274
1636579627,1024000000,1.0,528769024.0,0.53032,200,768000000,564191232.0,1636808125,1.5,10772705
1636579647,1024000000,1.0,540459008.0,0.804488,210,512000000,536338432.0,1636772242,3.0,10263159
1636579669,1024000000,1.0,549818368.0,0.665085,220,1280000000,587808768.0,1636786430,2.5,11819600
1636579691,1024000000,1.0,563101696.0,0.646879,230,1536000000,613822464.0,1636841867,4.0,11576986
1636579712,1024000000,1.0,574111744.0,0.910473,240,2048000000,608448512.0,1636860225,3.0,10970295
1636579737,1024000000,1.0,588517376.0,0.858675,250,3584000000,610496512.0,1636809989,1.0,15098542
1636579762,1024000000,1.0,600117248.0,0.845177,260,1280000000,632487936.0,1636805150,1.5,15151731
1636579785,1024000000,1.0,614408192.0,0.762456,270,1792000000,650264576.0,1636862894,3.0,12922969
1636579810,1024000000,1.0,628297728.0,0.879682,280,2048000000,655953920.0,1636783280,2.5,15552110
1636579840,1024000000,1.0,643997696.0,0.929388,290,2304000000,679071744.0,1636739430,4.0,19205500
1636579894,1024000000,1.0,660393984.0,0.817531,300,3328000000,685830144.0,1636822939,0.5,44432766
1636579952,1024000000,1.0,678338560.0,0.894502,310,4096000000,698593280.0,1636855556,3.0,48249463
1636580014,1024000000,1.0,699547648.0,0.855115,320,768000000,714539008.0,1636787540,2.5,51831670
1636580082,1024000000,1.0,719306752.0,0.944264,330,3584000000,721903616.0,1636761343,3.0,57302568
1636580150,1024000000,1.0,740257792.0,0.93301,340,3584000000,748924928.0,1636748826,3.5,58161896
1636580222,1024000000,1.0,759373824.0,0.820218,350,2048000000,773042176.0,1636783486,2.5,62012494
1636580269,1024000000,1.0,782462976.0,0.911654,360,2304000000,797118464.0,1636767695,3.0,37204582
1636580352,1024000000,1.0,804139008.0,0.851784,370,2304000000,815116288.0,1636767734,3.0,72822353
1636580441,1024000000,1.0,827318272.0,0.980354,380,3072000000,837500928.0,1636736441,4.0,78760612
1636580529,1024000000,1.0,852881408.0,0.920927,390,3584000000,836374528.0,1636761574,3.0,78553630
1636580583,1024000000,1.0,874655744.0,0.97087,400,3328000000,901500928.0,1636823916,0.5,43669106
1636580681,1024000000,1.0,902287360.0,0.90559,410,4096000000,892985344.0,1636855943,3.0,87408968
1636580786,1024000000,1.0,930033664.0,0.880231,420,1280000000,922873856.0,1636805716,1.5,95282351
1636580962,1024000000,1.0,982409216.0,0.962996,440,2304000000,974061568.0,1636740023,4.0,65825509
1636581152,1024000000,1.0,1039503360.0,0.974472,460,1280000000,1021878272.0,1636744249,4.0,79758714
