sample_key,target_x
user_0_sample_0,-812
user_0_sample_100,-812
user_0_sample_101,-812
user_0_sample_102,-812
user_0_sample_103,-812
user_0_sample_104,-812
user_0_sample_105,-812
user_0_sample_106,-812
user_0_sample_107,-812
user_0_sample_108,-812
user_0_sample_109,-812
user_0_sample_10,-812
user_0_sample_110,-812
user_0_sample_111,-812
user_0_sample_112,-812
user_0_sample_113,-812
user_0_sample_114,-812
user_0_sample_115,-812
user_0_sample_116,-812
user_0_sample_117,-812
user_0_sample_118,-812
user_0_sample_119,-812
user_0_sample_11,-812
user_0_sample_120,-812
user_0_sample_121,-812
user_0_sample_122,-812
user_0_sample_123,-812
user_0_sample_124,-812
user_0_sample_125,-812
user_0_sample_126,-812
user_0_sample_127,-812
user_0_sample_128,-812
user_0_sample_129,-812
user_0_sample_12,-812
user_0_sample_130,-812
user_0_sample_131,-812
user_0_sample_132,-812
user_0_sample_133,-812
user_0_sample_134,-812
user_0_sample_135,-812
user_0_sample_136,-812
user_0_sample_137,-812
user_0_sample_138,-812
user_0_sample_139,-812
user_0_sample_13,-812
user_0_sample_140,-812
user_0_sample_141,-812
user_0_sample_142,-812
user_0_sample_143,-812
user_0_sample_144,-812
user_0_sample_145,-812
user_0_sample_146,-812
user_0_sample_147,-812
user_0_sample_148,-812
user_0_sample_149,-812
user_0_sample_14,-812
user_0_sample_150,-812
user_0_sample_151,-812
user_0_sample_152,-812
user_0_sample_153,-812
user_0_sample_154,-812
user_0_sample_155,-812
user_0_sample_156,-812
user_0_sample_157,-812
user_0_sample_158,-812
user_0_sample_159,-812
user_0_sample_15,-812
user_0_sample_160,-812
user_0_sample_161,-812
user_0_sample_162,-812
user_0_sample_163,-812
user_0_sample_164,-812
user_0_sample_165,-812
user_0_sample_166,-812
user_0_sample_167,-812
user_0_sample_168,-812
user_0_sample_169,-812
user_0_sample_16,-812
user_0_sample_170,-812
user_0_sample_171,-812
user_0_sample_172,-812
user_0_sample_173,-812
user_0_sample_174,-812
user_0_sample_175,-812
user_0_sample_176,-812
user_0_sample_177,-812
user_0_sample_178,-812
user_0_sample_179,-812
user_0_sample_17,-812
user_0_sample_180,-812
user_0_sample_181,-812
user_0_sample_182,-812
user_0_sample_183,-812
user_0_sample_184,-812
user_0_sample_185,-812
user_0_sample_186,-812
user_0_sample_187,-812
user_0_sample_188,-812
user_0_sample_189,-812
user_0_sample_18,-812
user_0_sample_190,-812
user_0_sample_191,-812
user_0_sample_192,-812
user_0_sample_193,-812
user_0_sample_194,-812
user_0_sample_195,-812
user_0_sample_196,-812
user_0_sample_197,-812
user_0_sample_198,-812
user_0_sample_199,-812
user_0_sample_19,-812
user_0_sample_1,-812
user_0_sample_200,-812
user_0_sample_201,-812
user_0_sample_202,-812
user_0_sample_203,-812
user_0_sample_204,-812
user_0_sample_205,-812
user_0_sample_206,-812
user_0_sample_207,-812
user_0_sample_208,-812
user_0_sample_209,-812
user_0_sample_20,-812
user_0_sample_210,-812
user_0_sample_211,-812
user_0_sample_212,-812
user_0_sample_213,-812
user_0_sample_214,-812
user_0_sample_215,-812
user_0_sample_216,-812
user_0_sample_217,-812
user_0_sample_218,-812
user_0_sample_219,-812
user_0_sample_21,-812
user_0_sample_220,-812
user_0_sample_221,-812
user_0_sample_222,-812
user_0_sample_223,-812
user_0_sample_224,-812
user_0_sample_225,-812
user_0_sample_226,-812
user_0_sample_227,-812
user_0_sample_228,-812
user_0_sample_229,-812
user_0_sample_22,-812
user_0_sample_230,-812
user_0_sample_231,-812
user_0_sample_232,-812
user_0_sample_233,-812
user_0_sample_234,-812
user_0_sample_235,-812
user_0_sample_236,-812
user_0_sample_237,-812
user_0_sample_238,-812
user_0_sample_239,-812
user_0_sample_23,-812
user_0_sample_24,-812
user_0_sample_25,-812
user_0_sample_26,-812
user_0_sample_27,-812
user_0_sample_28,-812
user_0_sample_29,-812
user_0_sample_2,-812
user_0_sample_30,-812
user_0_sample_31,-812
user_0_sample_32,-812
user_0_sample_33,-812
user_0_sample_34,-812
user_0_sample_35,-812
user_0_sample_36,-812
user_0_sample_37,-812
user_0_sample_38,-812
user_0_sample_39,-812
user_0_sample_3,-812
user_0_sample_40,-812
user_0_sample_41,-812
user_0_sample_42,-812
user_0_sample_43,-812
user_0_sample_44,-812
user_0_sample_45,-812
user_0_sample_46,-812
user_0_sample_47,-812
user_0_sample_48,-812
user_0_sample_49,-812
user_0_sample_4,-812
user_0_sample_50,-812
user_0_sample_51,-812
user_0_sample_52,-812
user_0_sample_53,-812
user_0_sample_54,-812
user_0_sample_55,-812
user_0_sample_56,-812
user_0_sample_57,-812
user_0_sample_58,-812
user_0_sample_59,-812
user_0_sample_5,-812
user_0_sample_60,-812
user_0_sample_61,-812
user_0_sample_62,-812
user_0_sample_63,-812
user_0_sample_64,-812
user_0_sample_65,-812
user_0_sample_66,-812
user_0_sample_67,-812
user_0_sample_68,-812
user_0_sample_69,-812
user_0_sample_6,-812
user_0_sample_70,-812
user_0_sample_71,-812
user_0_sample_72,-812
user_0_sample_73,-812
user_0_sample_74,-812
user_0_sample_75,-812
user_0_sample_76,-812
user_0_sample_77,-812
user_0_sample_78,-812
user_0_sample_79,-812
user_0_sample_7,-812
user_0_sample_80,-812
user_0_sample_81,-812
user_0_sample_82,-812
user_0_sample_83,-812
user_0_sample_84,-812
user_0_sample_85,-812
user_0_sample_86,-812
user_0_sample_87,-812
user_0_sample_88,-812
user_0_sample_89,-812
user_0_sample_8,-812
user_0_sample_90,-812
user_0_sample_91,-812
user_0_sample_92,-812
user_0_sample_93,-812
user_0_sample_94,-812
user_0_sample_95,-812
user_0_sample_96,-812
user_0_sample_97,-812
user_0_sample_98,-812
user_0_sample_99,-812
user_0_sample_9,-812
user_1_sample_0,732
user_1_sample_100,732
user_1_sample_101,732
user_1_sample_102,732
user_1_sample_103,732
user_1_sample_104,732
user_1_sample_105,732
user_1_sample_106,732
user_1_sample_107,732
user_1_sample_108,732
user_1_sample_109,732
user_1_sample_10,732
user_1_sample_110,732
user_1_sample_111,732
user_1_sample_112,732
user_1_sample_113,732
user_1_sample_114,732
user_1_sample_115,732
user_1_sample_116,732
user_1_sample_117,732
user_1_sample_118,732
user_1_sample_119,732
user_1_sample_11,732
user_1_sample_120,732
user_1_sample_121,732
user_1_sample_122,732
user_1_sample_123,732
user_1_sample_124,732
user_1_sample_125,732
user_1_sample_126,732
user_1_sample_127,732
user_1_sample_128,732
user_1_sample_129,732
user_1_sample_12,732
user_1_sample_130,732
user_1_sample_131,732
user_1_sample_132,732
user_1_sample_133,732
user_1_sample_134,732
user_1_sample_135,732
user_1_sample_136,732
user_1_sample_137,732
user_1_sample_138,732
user_1_sample_139,732
user_1_sample_13,732
user_1_sample_140,732
user_1_sample_141,732
user_1_sample_142,732
user_1_sample_143,732
user_1_sample_144,732
user_1_sample_145,732
user_1_sample_146,732
user_1_sample_147,732
user_1_sample_148,732
user_1_sample_149,732
user_1_sample_14,732
user_1_sample_150,732
user_1_sample_151,732
user_1_sample_152,732
user_1_sample_153,732
user_1_sample_154,732
user_1_sample_155,732
user_1_sample_156,732
user_1_sample_157,732
user_1_sample_158,732
user_1_sample_159,732
user_1_sample_15,732
user_1_sample_160,732
user_1_sample_161,732
user_1_sample_162,732
user_1_sample_163,732
user_1_sample_164,732
user_1_sample_165,732
user_1_sample_166,732
user_1_sample_167,732
user_1_sample_168,732
user_1_sample_169,732
user_1_sample_16,732
user_1_sample_170,732
user_1_sample_171,732
user_1_sample_172,732
user_1_sample_173,732
user_1_sample_174,732
user_1_sample_175,732
user_1_sample_176,732
user_1_sample_177,732
user_1_sample_178,732
user_1_sample_179,732
user_1_sample_17,732
user_1_sample_180,732
user_1_sample_181,732
user_1_sample_182,732
user_1_sample_183,732
user_1_sample_184,732
user_1_sample_185,732
user_1_sample_186,732
user_1_sample_187,732
user_1_sample_188,732
user_1_sample_189,732
user_1_sample_18,732
user_1_sample_190,732
user_1_sample_191,732
user_1_sample_192,732
user_1_sample_193,732
user_1_sample_194,732
user_1_sample_195,732
user_1_sample_196,732
user_1_sample_197,732
user_1_sample_198,732
user_1_sample_199,732
user_1_sample_19,732
user_1_sample_1,732
user_1_sample_200,732
user_1_sample_201,732
user_1_sample_202,732
user_1_sample_203,732
user_1_sample_204,732
user_1_sample_205,732
user_1_sample_206,732
user_1_sample_207,732
user_1_sample_208,732
user_1_sample_209,732
user_1_sample_20,732
user_1_sample_210,732
user_1_sample_211,732
user_1_sample_212,732
user_1_sample_213,732
user_1_sample_214,732
user_1_sample_215,732
user_1_sample_216,732
user_1_sample_217,732
user_1_sample_218,732
user_1_sample_219,732
user_1_sample_21,732
user_1_sample_220,732
user_1_sample_221,732
user_1_sample_222,732
user_1_sample_223,732
user_1_sample_224,732
user_1_sample_225,732
user_1_sample_226,732
user_1_sample_227,732
user_1_sample_228,732
user_1_sample_229,732
user_1_sample_22,732
user_1_sample_230,732
user_1_sample_231,732
user_1_sample_232,732
user_1_sample_233,732
user_1_sample_234,732
user_1_sample_235,732
user_1_sample_236,732
user_1_sample_237,732
user_1_sample_238,732
user_1_sample_239,732
user_1_sample_23,732
user_1_sample_24,732
user_1_sample_25,732
user_1_sample_26,732
user_1_sample_27,732
user_1_sample_28,732
user_1_sample_29,732
user_1_sample_2,732
user_1_sample_30,732
user_1_sample_31,732
user_1_sample_32,732
user_1_sample_33,732
user_1_sample_34,732
user_1_sample_35,732
user_1_sample_36,732
user_1_sample_37,732
user_1_sample_38,732
user_1_sample_39,732
user_1_sample_3,732
user_1_sample_40,732
user_1_sample_41,732
user_1_sample_42,732
user_1_sample_43,732
user_1_sample_44,732
user_1_sample_45,732
user_1_sample_46,732
user_1_sample_47,732
user_1_sample_48,732
user_1_sample_49,732
user_1_sample_4,732
user_1_sample_50,732
user_1_sample_51,732
user_1_sample_52,732
user_1_sample_53,732
user_1_sample_54,732
user_1_sample_55,732
user_1_sample_56,732
user_1_sample_57,732
user_1_sample_58,732
user_1_sample_59,732
user_1_sample_5,732
user_1_sample_60,732
user_1_sample_61,732
user_1_sample_62,732
user_1_sample_63,732
user_1_sample_64,732
user_1_sample_65,732
user_1_sample_66,732
user_1_sample_67,732
user_1_sample_68,732
user_1_sample_69,732
user_1_sample_6,732
user_1_sample_70,732
user_1_sample_71,732
user_1_sample_72,732
user_1_sample_73,732
user_1_sample_74,732
user_1_sample_75,732
user_1_sample_76,732
user_1_sample_77,732
user_1_sample_78,732
user_1_sample_79,732
user_1_sample_7,732
user_1_sample_80,732
user_1_sample_81,732
user_1_sample_82,732
user_1_sample_83,732
user_1_sample_84,732
user_1_sample_85,732
user_1_sample_86,732
user_1_sample_87,732
user_1_sample_88,732
user_1_sample_89,732
user_1_sample_8,732
user_1_sample_90,732
user_1_sample_91,732
user_1_sample_92,732
user_1_sample_93,732
user_1_sample_94,732
user_1_sample_95,732
user_1_sample_96,732
user_1_sample_97,732
user_1_sample_98,732
user_1_sample_99,732
user_1_sample_9,732
user_2_sample_0,-812
user_2_sample_100,-812
user_2_sample_101,-812
user_2_sample_102,-812
user_2_sample_103,-812
user_2_sample_104,-812
user_2_sample_105,-812
user_2_sample_106,-812
user_2_sample_107,-812
user_2_sample_108,-812
user_2_sample_109,-812
user_2_sample_10,-812
user_2_sample_110,-812
user_2_sample_111,-812
user_2_sample_112,-812
user_2_sample_113,-812
user_2_sample_114,-812
user_2_sample_115,-812
user_2_sample_116,-812
user_2_sample_117,-812
user_2_sample_118,-812
user_2_sample_119,-812
user_2_sample_11,-812
user_2_sample_120,-812
user_2_sample_121,-812
user_2_sample_122,-812
user_2_sample_123,-812
user_2_sample_124,-812
user_2_sample_125,-812
user_2_sample_126,-812
user_2_sample_127,-812
user_2_sample_128,-812
user_2_sample_129,-812
user_2_sample_12,-812
user_2_sample_130,-812
user_2_sample_131,-812
user_2_sample_132,-812
user_2_sample_133,-812
user_2_sample_134,-812
user_2_sample_135,-812
user_2_sample_136,-812
user_2_sample_137,-812
user_2_sample_138,-812
user_2_sample_139,-812
user_2_sample_13,-812
user_2_sample_140,-812
user_2_sample_141,-812
user_2_sample_142,-812
user_2_sample_143,-812
user_2_sample_144,-812
user_2_sample_145,-812
user_2_sample_146,-812
user_2_sample_147,-812
user_2_sample_148,-812
user_2_sample_149,-812
user_2_sample_14,-812
user_2_sample_150,-812
user_2_sample_151,-812
user_2_sample_152,-812
user_2_sample_153,-812
user_2_sample_154,-812
user_2_sample_155,-812
user_2_sample_156,-812
user_2_sample_157,-812
user_2_sample_158,-812
user_2_sample_159,-812
user_2_sample_15,-812
user_2_sample_160,-812
user_2_sample_161,-812
user_2_sample_162,-812
user_2_sample_163,-812
user_2_sample_164,-812
user_2_sample_165,-812
user_2_sample_166,-812
user_2_sample_167,-812
user_2_sample_168,-812
user_2_sample_169,-812
user_2_sample_16,-812
user_2_sample_170,-812
user_2_sample_171,-812
user_2_sample_172,-812
user_2_sample_173,-812
user_2_sample_174,-812
user_2_sample_175,-812
user_2_sample_176,-812
user_2_sample_177,-812
user_2_sample_178,-812
user_2_sample_179,-812
user_2_sample_17,-812
user_2_sample_180,-812
user_2_sample_181,-812
user_2_sample_182,-812
user_2_sample_183,-812
user_2_sample_184,-812
user_2_sample_185,-812
user_2_sample_186,-812
user_2_sample_187,-812
user_2_sample_188,-812
user_2_sample_189,-812
user_2_sample_18,-812
user_2_sample_190,-812
user_2_sample_191,-812
user_2_sample_192,-812
user_2_sample_193,-812
user_2_sample_194,-812
user_2_sample_195,-812
user_2_sample_196,-812
user_2_sample_197,-812
user_2_sample_198,-812
user_2_sample_199,-812
user_2_sample_19,-812
user_2_sample_1,-812
user_2_sample_200,-812
user_2_sample_201,-812
user_2_sample_202,-812
user_2_sample_203,-812
user_2_sample_204,-812
user_2_sample_205,-812
user_2_sample_206,-812
user_2_sample_207,-812
user_2_sample_208,-812
user_2_sample_209,-812
user_2_sample_20,-812
user_2_sample_210,-812
user_2_sample_211,-812
user_2_sample_212,-812
user_2_sample_213,-812
user_2_sample_214,-812
user_2_sample_215,-812
user_2_sample_216,-812
user_2_sample_217,-812
user_2_sample_218,-812
user_2_sample_219,-812
user_2_sample_21,-812
user_2_sample_220,-812
user_2_sample_221,-812
user_2_sample_222,-812
user_2_sample_223,-812
user_2_sample_224,-812
user_2_sample_225,-812
user_2_sample_226,-812
user_2_sample_227,-812
user_2_sample_228,-812
user_2_sample_229,-812
user_2_sample_22,-812
user_2_sample_230,-812
user_2_sample_231,-812
user_2_sample_232,-812
user_2_sample_233,-812
user_2_sample_234,-812
user_2_sample_235,-812
user_2_sample_236,-812
user_2_sample_237,-812
user_2_sample_238,-812
user_2_sample_239,-812
user_2_sample_23,-812
user_2_sample_24,-812
user_2_sample_25,-812
user_2_sample_26,-812
user_2_sample_27,-812
user_2_sample_28,-812
user_2_sample_29,-812
user_2_sample_2,-812
user_2_sample_30,-812
user_2_sample_31,-812
user_2_sample_32,-812
user_2_sample_33,-812
user_2_sample_34,-812
user_2_sample_35,-812
user_2_sample_36,-812
user_2_sample_37,-812
user_2_sample_38,-812
user_2_sample_39,-812
user_2_sample_3,-812
user_2_sample_40,-812
user_2_sample_41,-812
user_2_sample_42,-812
user_2_sample_43,-812
user_2_sample_44,-812
user_2_sample_45,-812
user_2_sample_46,-812
user_2_sample_47,-812
user_2_sample_48,-812
user_2_sample_49,-812
user_2_sample_4,-812
user_2_sample_50,-812
user_2_sample_51,-812
user_2_sample_52,-812
user_2_sample_53,-812
user_2_sample_54,-812
user_2_sample_55,-812
user_2_sample_56,-812
user_2_sample_57,-812
user_2_sample_58,-812
user_2_sample_59,-812
user_2_sample_5,-812
user_2_sample_60,-812
user_2_sample_61,-812
user_2_sample_62,-812
user_2_sample_63,-812
user_2_sample_64,-812
user_2_sample_65,-812
user_2_sample_66,-812
user_2_sample_67,-812
user_2_sample_68,-812
user_2_sample_69,-812
user_2_sample_6,-812
user_2_sample_70,-812
user_2_sample_71,-812
user_2_sample_72,-812
user_2_sample_73,-812
user_2_sample_74,-812
user_2_sample_75,-812
user_2_sample_76,-812
user_2_sample_77,-812
user_2_sample_78,-812
user_2_sample_79,-812
user_2_sample_7,-812
user_2_sample_80,-812
user_2_sample_81,-812
user_2_sample_82,-812
user_2_sample_83,-812
user_2_sample_84,-812
user_2_sample_85,-812
user_2_sample_86,-812
user_2_sample_87,-812
user_2_sample_88,-812
user_2_sample_89,-812
user_2_sample_8,-812
user_2_sample_90,-812
user_2_sample_91,-812
user_2_sample_92,-812
user_2_sample_93,-812
user_2_sample_94,-812
user_2_sample_95,-812
user_2_sample_96,-812
user_2_sample_97,-812
user_2_sample_98,-812
user_2_sample_99,-812
user_2_sample_9,-812
user_3_sample_0,732
user_3_sample_100,732
user_3_sample_101,732
user_3_sample_102,732
user_3_sample_103,732
user_3_sample_104,732
user_3_sample_105,732
user_3_sample_106,732
user_3_sample_107,732
user_3_sample_108,732
user_3_sample_109,732
user_3_sample_10,732
user_3_sample_110,732
user_3_sample_111,732
user_3_sample_112,732
user_3_sample_113,732
user_3_sample_114,732
user_3_sample_115,732
user_3_sample_116,732
user_3_sample_117,732
user_3_sample_118,732
user_3_sample_119,732
user_3_sample_11,732
user_3_sample_120,732
user_3_sample_121,732
user_3_sample_122,732
user_3_sample_123,732
user_3_sample_124,732
user_3_sample_125,732
user_3_sample_126,732
user_3_sample_127,732
user_3_sample_128,732
user_3_sample_129,732
user_3_sample_12,732
user_3_sample_130,732
user_3_sample_131,732
user_3_sample_132,732
user_3_sample_133,732
user_3_sample_134,732
user_3_sample_135,732
user_3_sample_136,732
user_3_sample_137,732
user_3_sample_138,732
user_3_sample_139,732
user_3_sample_13,732
user_3_sample_140,732
user_3_sample_141,732
user_3_sample_142,732
user_3_sample_143,732
user_3_sample_144,732
user_3_sample_145,732
user_3_sample_146,732
user_3_sample_147,732
user_3_sample_148,732
user_3_sample_149,732
user_3_sample_14,732
user_3_sample_150,732
user_3_sample_151,732
user_3_sample_152,732
user_3_sample_153,732
user_3_sample_154,732
user_3_sample_155,732
user_3_sample_156,732
user_3_sample_157,732
user_3_sample_158,732
user_3_sample_159,732
user_3_sample_15,732
user_3_sample_160,732
user_3_sample_161,732
user_3_sample_162,732
user_3_sample_163,732
user_3_sample_164,732
user_3_sample_165,732
user_3_sample_166,732
user_3_sample_167,732
user_3_sample_168,732
user_3_sample_169,732
user_3_sample_16,732
user_3_sample_170,732
user_3_sample_171,732
user_3_sample_172,732
user_3_sample_173,732
user_3_sample_174,732
user_3_sample_175,732
user_3_sample_176,732
user_3_sample_177,732
user_3_sample_178,732
user_3_sample_179,732
user_3_sample_17,732
user_3_sample_180,732
user_3_sample_181,732
user_3_sample_182,732
user_3_sample_183,732
user_3_sample_184,732
user_3_sample_185,732
user_3_sample_186,732
user_3_sample_187,732
user_3_sample_188,732
user_3_sample_189,732
user_3_sample_18,732
user_3_sample_190,732
user_3_sample_191,732
user_3_sample_192,732
user_3_sample_193,732
user_3_sample_194,732
user_3_sample_195,732
user_3_sample_196,732
user_3_sample_197,732
user_3_sample_198,732
user_3_sample_199,732
user_3_sample_19,732
user_3_sample_1,732
user_3_sample_200,732
user_3_sample_201,732
user_3_sample_202,732
user_3_sample_203,732
user_3_sample_204,732
user_3_sample_205,732
user_3_sample_206,732
user_3_sample_207,732
user_3_sample_208,732
user_3_sample_209,732
user_3_sample_20,732
user_3_sample_210,732
user_3_sample_211,732
user_3_sample_212,732
user_3_sample_213,732
user_3_sample_214,732
user_3_sample_215,732
user_3_sample_216,732
user_3_sample_217,732
user_3_sample_218,732
user_3_sample_219,732
user_3_sample_21,732
user_3_sample_220,732
user_3_sample_221,732
user_3_sample_222,732
user_3_sample_223,732
user_3_sample_224,732
user_3_sample_225,732
user_3_sample_226,732
user_3_sample_227,732
user_3_sample_228,732
user_3_sample_229,732
user_3_sample_22,732
user_3_sample_230,732
user_3_sample_231,732
user_3_sample_232,732
user_3_sample_233,732
user_3_sample_234,732
user_3_sample_235,732
user_3_sample_236,732
user_3_sample_237,732
user_3_sample_238,732
user_3_sample_239,732
user_3_sample_23,732
user_3_sample_24,732
user_3_sample_25,732
user_3_sample_26,732
user_3_sample_27,732
user_3_sample_28,732
user_3_sample_29,732
user_3_sample_2,732
user_3_sample_30,732
user_3_sample_31,732
user_3_sample_32,732
user_3_sample_33,732
user_3_sample_34,732
user_3_sample_35,732
user_3_sample_36,732
user_3_sample_37,732
user_3_sample_38,732
user_3_sample_39,732
user_3_sample_3,732
user_3_sample_40,732
user_3_sample_41,732
user_3_sample_42,732
user_3_sample_43,732
user_3_sample_44,732
user_3_sample_45,732
user_3_sample_46,732
user_3_sample_47,732
user_3_sample_48,732
user_3_sample_49,732
user_3_sample_4,732
user_3_sample_50,732
user_3_sample_51,732
user_3_sample_52,732
user_3_sample_53,732
user_3_sample_54,732
user_3_sample_55,732
user_3_sample_56,732
user_3_sample_57,732
user_3_sample_58,732
user_3_sample_59,732
user_3_sample_5,732
user_3_sample_60,732
user_3_sample_61,732
user_3_sample_62,732
user_3_sample_63,732
user_3_sample_64,732
user_3_sample_65,732
user_3_sample_66,732
user_3_sample_67,732
user_3_sample_68,732
user_3_sample_69,732
user_3_sample_6,732
user_3_sample_70,732
user_3_sample_71,732
user_3_sample_72,732
user_3_sample_73,732
user_3_sample_74,732
user_3_sample_75,732
user_3_sample_76,732
user_3_sample_77,732
user_3_sample_78,732
user_3_sample_79,732
user_3_sample_7,732
user_3_sample_80,732
user_3_sample_81,732
user_3_sample_82,732
user_3_sample_83,732
user_3_sample_84,732
user_3_sample_85,732
user_3_sample_86,732
user_3_sample_87,732
user_3_sample_88,732
user_3_sample_89,732
user_3_sample_8,732
user_3_sample_90,732
user_3_sample_91,732
user_3_sample_92,732
user_3_sample_93,732
user_3_sample_94,732
user_3_sample_95,732
user_3_sample_96,732
user_3_sample_97,732
user_3_sample_98,732
user_3_sample_99,732
user_3_sample_9,732
